0.728463027828,12.3709385241
2.3642587427,2.80666143249
7.95550365461,5.20248872115
2.07452803147,4.94121711357
30.8314179058,5.83845311223
5918458.41453,4.0161603458
4588979.2921,4.0161603458
1990764.18391,4.0161603458
8206970.93477,4.0161603458
2282566.54183,4.01881929371
924838.557841,1.67710135494
1061192.28595,1.35496440774
12786.760737,11.8213701938
588.383060509,11.8213701938
3970.73326679,11.8213701938
2906.44436908,11.8213701938
926.518682571,11.8213701938
545.020132889,11.8213701938
525.536848438,11.8213701938
53120.1616413,11.8213701938
1202.54026009,0.685691820132
78488.8358348,0.685691820132
131398.589815,0.685691820132
77223.375823,0.685691820132
1217.90614599,0.685691820132
1146.43179649,0.685691820132
