-3.72259975432,-4.00418675822
-5.63696026007,-3.95951029743
-3.99493893438,-3.8296129649
-4.32001881312,-3.76266277114
-3.82182265793,-3.73755327474
-3.99661822469,-3.73641584607
-4.64448798496,-3.73641584607
-4.47084269539,-3.73641584607
-4.15278876751,-3.73641584607
-24.2796823408,-3.68839842508
-33.9432655361,-3.68839842508
-34.5091378697,-3.68839842508
-22.8462064996,-3.68839842508
-24.4035492821,-3.68839842508
-36.2297536797,-3.68839842508
-31.0877536225,-3.66399786633
-31.102935002,-3.66399786633
-27.1243189663,-3.66399786633
-28.4879232075,-3.5901946029
-24.8107115866,-3.5901946029
-26.6180685363,-3.5901946029
-155.617197869,-3.51601642142
-152.263788582,-3.51601642142
-159.80496799,-3.51601642142
-166.986482195,-3.51601642142
-157.930742876,-3.51601642142
