4.623932241	0.88386902	400000
1.397656702	0.558218944	800000
2.390648839	2.826421976	1200000
1.937550162	2.826421976	1600000
1.604290872	2.826421976	2000000
4.911946536	5.936927998	2400000
0.11165839	0.259574294	2800000
0.253235189	0.259574294	3200000
0.327040832	0.259574294	3600000
0.332402048	0.259574294	4000000
0.189578417	0.259574294	4400000
0.246889798	0.30772957	4800000
253.5783647	0.879401459	5200000
326.2232783	1.4082308	5600000
239.9000267	1.4082308	6000000
4.590375281	2.381434098	6400000
11.99131417	1.35247687	6800000
11.44369946	1.35247687	7200000
13.34310405	1.35247687	7600000
63.96821759	0.585064961	8000000
70.69200283	0.585064961	8400000
74.10416575	0.585064961	8800000
77.27586338	0.585064961	9200000
3.737194812	1.113744386	9600000
1.342428046	1.113744386	10000000
1.208504431	1.113744386	10400000
		
